name,title,date,url
서울우먼업,시/국비지원 직업교육훈련 - 관악여성인력개발센터 - 서울우먼업,2024. 3. 9.,https://gwanak.seoulwomanup.or.kr
구미상공회의소,지역소식 - 구미상공회의소,2024. 3. 26.,https://gumicci.korcham.net
안양대학교,[KISIA] 2024 상반기 시큐리티아카데미 | 컴퓨터공학과,2024. 1. 22.,https://www.anyang.ac.kr
onkpc.or.kr,2023 농협 통신연수 교육과정 안내,2024. 4. 24.,https://onkpc.or.kr
영진전문대학교,영진전문대학 P-TECH사업단 > 교육과정 > 스마트금형과,2024. 7. 15.,https://yjlearning.yju.ac.kr
YBM Lemon,수강신청,2024. 6. 13.,https://www.ybmlemon.com
전업농신문,"농식품부, '스마트팜 청년창업 보육센터' 신규 7기 교육생 모집",2024. 5. 13.,https://www.palnews.co.kr
부산경제진흥원,상세보기 | 일자리지원 | 지원사업안내,2024. 4. 29.,https://bepa.kr
분야별정보,`우먼 테크교육 플랫폼`으로 IT·테크 업계 여성인재 키운다 ...,2024. 4. 4.,https://news.seoul.go.kr
델타학원.kr,델타 수학 시간표 - 델타학원,2024. 7. 13.,https://델타학원.kr
행복기숙사,「2024년 글로컬 청년취업사관학교」 참여자 추가모집 연장 ...,2024. 6. 17.,No URL available
혜민간호학원,국민보건 향상에 기여하는 창의적이고 능동적인 간호인력을 ...,2024. 4. 3.,http://edu-hyemin.com
한국전파진흥협회,텔레칩스 차량용 반도체 임베디드 스쿨 - RAPA DX캠퍼스,2024. 6. 14.,https://edu.rapa.or.kr
동방디자인학원,실내건축자격증(기사/산업기사/기능사) 교육과정,2024. 1. 3.,https://www.dbad.co.kr
한국보육진흥원,2024년 어린이집 품질관리(평가 사후 지원) 시범사업 안내,2024. 6. 17.,No URL available
메타드론항공,교육과정,2024. 7. 15.,http://www.산업용드론.kr
sciencecenter.go.kr,국립과천과학관 교육관 학습관리 시스템,2024. 4. 2.,https://www.sciencecenter.go.kr
에이블런,[무료] 비전공자를 위한 개발자 양성과정 (웹 개발/ 클라우드),2024. 5. 13.,https://ablearn.kr
sucspeech.co.kr,2024년 5월 전체교육프로그램안내 : 공지사항,2024. 4. 29.,https://sucspeech.co.kr
메가존클라우드아이티평생교육원,메가존클라우드 MSP 솔루션 아키텍트 양성과정,2024. 4. 26.,https://mzc.livestudy.com
문화요리학원,자격증 과정,2024. 6. 30.,http://munhwacook.com
snukdt.com,서울대학교 K-디지털 트레이닝 교육과정,2024. 5. 2.,No URL available
한국방송통신대학교,[과기부 지원사업/취업정보] 생성형 AI 개발자 양성과정 ...,2024. 5. 23.,https://cs.knou.ac.kr
스마트인재개발원,[인턴십코스] AI 스펙업 단기 캠프,2024. 4. 13.,https://smhrd.or.kr
충북대학교 체육진흥원,CBNU 스포츠센터,2024. 4. 10.,https://sports.chungbuk.ac.kr
한국환경공단,한국환경공단 인재개발원 [교육일정],2024. 2. 21.,https://www.keco.or.kr
한국조경신문,"대전시, 시민정원사 양성(초급)과정 교육생 모집",2024. 3. 6.,https://www.latimes.kr
요즘것들,"2024 시큐리티아카데미 교육생 모집(시큐아이트랙, 직무트랙)",2024. 1. 11.,https://www.allforyoung.com
Google Sites,과정 안내,2024. 3. 31.,https://sites.google.com
kpimt.co.kr,교육규정 - 대한소아통합수기물리치료학회,2024. 3. 2.,http://www.kpimt.co.kr
codeit.com,[코드잇 스프린트] 풀스택 부트캠프 강사,2024. 4. 25.,https://recruit.codeit.com
무역아카데미,SMART Cloud IT 마스터 안내 - 취업교육 - 무역아카데미,2024. 5. 16.,https://newtradecampus.kita.net
dgmb3.ac.kr,정규교육과정 안내 - 계명대 자율주행부품(B-3)트랙,2024. 7. 6.,http://www.dgmb3.ac.kr
농림축산식품부,농림축산식품부 CMS -,2024. 5. 13.,https://www.mafra.go.kr
호매실간호학원,교육안내 - 교육과정,2024. 7. 30.,http://www.jwhuenurse.co.kr
울산광역시 여성회관,울산광역시 여성회관,2024. 2. 17.,http://www.w1.or.kr
중소기업기술정보진흥원,바다로! 세계로 미래로! - 오션폴리텍 해기사 양성,2024. 1. 28.,No URL available
여성새로일하기센터,새일센터에서 직업훈련부터 취업까지 한번에,2024. 2. 26.,No URL available
동의대학교,2024 파란사다리 (해외 연수에서 인턴십까지) - ...,2024. 4. 23.,https://www.deu.ac.kr
구로구청,홈 > 초중등과정 > 초등 온라인학습,2024. 1. 9.,https://guro.go.kr
꽃누르미 협회,프리저브드 플라워 교육과정,2024. 6. 23.,http://www.pressmi.com
전남교육통,"전남교육청, 박람회장 글로컬 미래교실 2개월 연장 운영",2024. 6. 18.,https://www.jnedu.kr
동양미래대학교,지역특화분야 평생직업교육 프로그램,2024. 5. 25.,https://hive.dongyang.ac.kr
더조은컴퓨터아카데미,HRD-Net 수강후기,2024. 6. 13.,https://m.tjoeun.co.kr
슥삭,[한국정보산업연합회] 2024년 SW마에스트로 제15기 모집,2024. 2. 7.,https://www.ssgsag.kr
의협신문,"뿔난 의대생 ""4개월째 불통하더니 교육과정마저 부정""",2024. 7. 1.,https://www.doctorsnews.co.kr
한국IT아카데미,브로슈어,2024. 4. 18.,No URL available
링커리어,서울형 뉴딜 일자리 연계 개발자 교육 과정 | 공모전 대외활동,2024. 5. 28.,https://linkareer.com
sinsagoacademy.com,[범어원] 중1 대상 중등심화문제풀이반 안내,2024. 4. 19.,http://sinsagoacademy.com
송파어린이문화회관,교육지원사업 가을학기(2개월 과정) 추가 모집 안내,2024. 6. 22.,https://songpakids.com
기업마당,2024년 화성시 제약.바이오 전문가 양성과정 교육 참여자 모집,2024. 7. 8.,No URL available
관악구청,평생학습관 : 관악구 교육포털,2024. 7. 23.,https://www.gwanak.go.kr
2050 탄소중립녹색성장위원회,환경교육 전문가 양성사업 지원 확대,2024. 3. 12.,No URL available
아주대학교,[이공계 전문기술 연수사업]생성형 AI개발자 양성과정 연수생 ...,2024. 5. 22.,http://www.ajou.ac.kr
SK쉴더스 루키즈,SK쉴더스 루키즈(SK shieldus Rookies) 스마트훈련시스템 공식 ...,2024. 5. 7.,No URL available
케이드림간호학원,간호조무사 일반과정,2024. 1. 10.,http://www.k-dn.co.kr
계명문화대학교,「2024년 글로컬 청년취업사관학교」 참여자 모집 공고,2024. 5. 1.,No URL available
matchup.kr,매치업 Match業,2024. 2. 24.,No URL available
경상남도교육청,무동초등학교,2024. 4. 26.,No URL available
한국기술교육대학교,장기현장실습 | 특수교과 | 학사안내,2024. 4. 3.,https://www.koreatech.ac.kr
고용24,1) 기업탐방형 일경험,2024. 1. 14.,https://m.work24.go.kr
k-tla.or.kr,생활요가 > (사) 한국트레이닝지도자협회,2024. 7. 11.,http://k-tla.or.kr
서울과학종합대학원대학교,aSSIST 한국어학당 - 서울특별시,2024. 1. 21.,https://www.assist.ac.kr
서울대학교 컴퓨터공학부,[서강대학교] 2025 University of Toronto AI 융합 교육 ...,2024. 6. 12.,https://cse.snu.ac.kr
전북대학교,독토리,2024. 7. 23.,https://top.jbnu.ac.kr
한양대학교,SW전공교육,2024. 3. 1.,https://computer.hanyang.ac.kr
국가법령정보센터,고등교육기관의 평가ㆍ인증 등에 관한 규정,2024. 4. 11.,https://www.law.go.kr
한국아동청소년그룹홈협의회,"[CJ나눔재단,CJ취업연계] 2024 하반기 꿈키움 아카데미 ...",2024. 7. 10.,https://grouphome.kr
자립정보ON,자립준비청년 디지털 취업연계 직무교육,2024. 7. 4.,https://jaripon.ncrc.or.kr
유물창고 예담고,접수마감 충청 2024 GO GO! 발굴조사 현장을 찾아서! 교육 ...,2024. 6. 5.,https://www.yedamgo.kr
정책브리핑,어서와~ 청년구직자! 일학습병행은 처음이지?,2024. 3. 14.,https://www2.korea.kr
총회교육개발원,2024년 4과정 2학기 영유아부 하나 바이블 교육과정 및 교재 ...,2024. 6. 18.,https://www.총회교육.com
한동대학교 입학홈페이지,전 교육과정 이수자 전형 모집요강,2024. 5. 24.,No URL available
magicpeople.co.kr,curriculum – magicpeople,2024. 7. 7.,https://magicpeople.co.kr
한국SMC,교육,2024. 7. 23.,No URL available
국립특수교육원,"2020년 문을 연 특수학교, 한번 보실래요?",2024. 5. 5.,https://www.nise.go.kr
대구캐드학원,솔리드웍스 기본과정,2024. 2. 2.,https://dgcad.co.kr
이천무인항공교육센터,드론교육과정,2024. 1. 20.,http://www.2000uaec.co.kr
yelc.co.kr,2024년 영주시 3기 화상영어 수강생 모집,2024. 6. 5.,https://www.yelc.co.kr
한국정보보호산업협회,교육 사업 / - S-개발자,2024. 3. 26.,https://www.kisia.or.kr
고용노동부,2. 취업사례 모집 결과,2024. 5. 23.,No URL available
소방산업공제조합,원어민 화상영어 교육 지원,2024. 3. 22.,http://figu.or.kr
웰로,"제주, 설문대여성문화센터 4월 교육과정 수강생 모집합니다!",2024. 3. 12.,https://www.welfarehello.com
미래창의인재교육원,청년 일경험 지원 사업(프로젝트형) 안내,2024. 5. 24.,https://iace.hanbat.ac.kr
swing4u.co.kr,수강신청,2024. 4. 5.,https://swing4u.co.kr
파주교육지원청,전입학/조기유학안내 < 학부모마당,2024. 6. 27.,https://bic-e.goepj.kr
부산일자리정보망,남부발전 오픈캠퍼스 - 부산광역시,2024. 6. 28.,https://busanjob.net
www.kicte.or.kr,국가기간전략훈련 > BIM전문 인력양성 | 건설기술교육원,2024. 3. 15.,https://www.kicte.or.kr
gan-ho.co.kr,모집요강 - 메디칼간호학원,2024. 1. 25.,http://www.gan-ho.co.kr
카이스트 교육원,비학위연수과정,2024. 1. 18.,https://academy.kaist.ac.kr
경기대학교 산학협력종합정보시스템,경기대학교 산학협력종합정보시스템,2024. 4. 2.,https://intern.kyonggi.ac.kr
시립문래청소년센터,교육과정 - 유아스포츠단,2024. 1. 24.,https://www.mullaeyouth.or.kr
스마트에프엔,"전남도교육청, 5개 '글로컬 미래교실' 2개월 연장 운영",2024. 6. 18.,https://www.smartfn.co.kr
춘천직업전문학교,매월 최대61만6천원 지원 + 훈련기간 : 미정 ~ (1~2개월,2024. 7. 2.,http://www.joball.kr
보육교사 교육원,보육교사 교육원,2024. 4. 5.,No URL available
learningmen.com,내일배움카드 잔액0원. 추가지원으로 받을 수 있는 교육 ... - 러닝맨,2024. 6. 24.,https://www.learningmen.com
sucspeech.co.kr,2024년 9월 석세스스피치 전체교육프로그램안내 : 공지사항,2024. 6. 29.,https://sucspeech.co.kr
인하대학교,"[학부,대학원생 대상] 2024년도 법정의무교육(폭력예방 ...",2024. 3. 8.,https://www.inha.ac.kr
이지캠퍼스,병원동행 전문가 과정,2024. 7. 10.,https://mdescort.ezcampus.me
중앙호스피스센터,2024년 호스피스·완화의료 표준교육과정II(실무교육) 일정 안내,2024. 1. 24.,https://hospice.go.kr
철강금속신문,"포스코 취업아카데미, 올해 4번째 교육생 모집",2024. 4. 30.,http://www.snmnews.com
모블교육센터,모블소식,2024. 2. 26.,http://moble.kr
융합보안학과,[KISIA] 시큐리티아카데미 3기 추가모집 안내 - 융합보안학과,2024. 3. 4.,https://security.dongguk.edu
경북중장비직업전문학교,국비지원교육 - (주)경북중장비직업전문학교,2024. 3. 1.,http://www.kbpeople.co.kr
한국반도체산업협회,교육과정 이수 - 차세대반도체 불량분석 및 품질관리 전문인력양성,2024. 5. 18.,http://semiq-hrd.ksia.or.kr
통일부,2024년 2분기(2차) 하나원 ｢심화 직업훈련과정｣ 참여자 ...,2024. 5. 2.,https://www.unikorea.go.kr
한국공학대학교 평생교육원,드론교육과정(24년 10월 2째주 월요일 개강반),2024. 2. 15.,https://lifelong.tukorea.ac.kr
마이에듀 내일배움카드,기술자격,2024. 4. 16.,https://nebeca.co.kr
한겨레,"초1·2 체육, '즐거운생활'서 분리된다…국가교육위 통과",2024. 4. 26.,https://www.hani.co.kr
HRD4U,2024년 일학습병행 공동훈련센터(고교단계 제외) 성과평가 ...,2024. 2. 15.,No URL available
김포시청,직업교육훈련 - 김포시통합일자리정보,2024. 3. 15.,https://car.gimpo.go.kr
캠퍼트리 호텔,[마이에듀교사자람]보육교직원온라인보수교육6월개강반 ...,2024. 4. 27.,https://camphortree.co.kr
우리인재개발원,전산세무2급 교육과정,2024. 1. 18.,http://www.wooriac.co.kr
한국창의영재교육원,2025 교육전문직 시험 대비 온라인 평가(CBT) 운영 계획,2024. 5. 13.,https://kcgc.or.kr
한국폴리텍대학,여성재취업과정(3개월) > 모집요강 > 입학안내 | 동부산캠퍼스,2024. 7. 19.,https://www.kopo.ac.kr
대학저널,“6개월 교육받고 '직업상담사 1급' 자격 취득”,2024. 6. 27.,https://m.dhnews.co.kr
양천구 평생학습포털,4차 산업혁명 - < 평생학습포털 - 양천구청,2024. 3. 4.,https://lifestudy.yangcheon.go.kr
인천연구원,이주민 자녀를 위한 한국어(KSL) 교육과정 운영 방안 연구,2024. 6. 30.,No URL available
mohw.go.kr,2024년도 하반기 간호조무사 기존교육훈련기관 지정‧평가 시행 ...,2024. 5. 28.,No URL available
sdfti.co.kr,SDFTI 비행학교,2024. 3. 1.,http://sdfti.co.kr
인천가톨릭대학교,art > 공지사항 - 입찰공지 > 인천가톨릭대학교 전공 교육과정 ...,2024. 4. 17.,https://www.iccu.ac.kr
동방디자인학원,"건축/인테리어 전공심화 교육과정 - 제도설계, 투시도, 컬러 ...",2024. 1. 18.,https://www.dbad.co.kr
천안시육아종합지원센터,영아 (0~12개월 ),2024. 6. 4.,https://www.ceic.or.kr
kici.or.kr,키즈 팟 Archives - Page 2 of 9 - 사단법인 한국영아발달조기 ...,2024. 7. 11.,https://kici.or.kr
한국플로어타임센터,센터 프로그램,2024. 7. 19.,https://floortimekorea.com
요즘것들,[직무교육지원] 글로컬 스포비즈 아카데미 2기 교육생 모집,2024. 2. 4.,https://www.allforyoung.com
고양시 육아종합지원센터,[덕양구] 2024년 6월 보조금 신청 안내,2024. 6. 3.,https://www.echild.or.kr
나무위키,교육과정,2024. 6. 30.,https://namu.wiki
seedschool.co.kr,교육과정,2024. 6. 15.,https://seedschool.co.kr
이화여자대학교 컴퓨터공학전공,[과기부 지원사업] 데이터를 활용한 산업분야 생성형 AI 교육 ...,2024. 5. 8.,https://cse.ewha.ac.kr
웰페어뉴스,"서울여성능력개발원, '서울우먼업' 직업교육훈련과정 모집",2024. 5. 28.,http://www.welfarenews.net
lxzinacademy.com,LX Z:IN 인테리어 아카데미 신규양성과정이란?,2024. 3. 5.,https://www.lxzinacademy.com
KOHI 보건복지배움인,교육신청 - 보건복지 배움인,2024. 2. 1.,https://edu.kohi.or.kr
서울특별시교육청,귀국자 편입학 시행계획,2024. 3. 1.,No URL available
이든에듀,한번에 끝내는 보육활동 가이드,2024. 7. 10.,https://www.eden-edu.com
병무청 공개/개방,2023년 교육훈련 계획,2024. 1. 9.,No URL available
조선일보,“6개월 교육받고 '직업상담사 1급' 자격 취득 하세요” - Life ...,2024. 6. 27.,https://lifenlearning.chosun.com
슥삭,2024년 제 8기 서울대 빅데이터 핀테크 전문가 과정 훈련생 ...,2024. 1. 23.,https://www.ssgsag.kr
이지스터디원격평생교육원,사업주 직업능력개발훈련 지원금 변경 안내,2024. 6. 25.,http://hrdvision.kr
근로복지공단 인재개발원,직무교육 | 교육과정,2024. 3. 5.,https://hrdcenter.comwel.or.kr
한국전파진흥협회,[공지] 카카오 부트캠프 1기 교육과정 안내 - RAPA DX캠퍼스,2024. 6. 17.,https://edu.rapa.or.kr
sinsagoacademy.com,[범어원] 5월신설반 사전모집안내 _공통수학(개정교육과정),2024. 3. 28.,http://sinsagoacademy.com
마이다스인,아우스빌둥 Ausbildung,2024. 4. 20.,No URL available
경상남도교육청,2024학년도 방과후학교 실행 계획(안),2024. 4. 2.,No URL available
한국해양조사협회,제2회 전문교육(특급) 과정 안내,2024. 2. 19.,No URL available
주니어북살롱,2024 자신감유치원 2기(7세/3개월 과정),2024. 2. 22.,https://junior.booksalon.co.kr
krit.or.kr,교육과정 - 고려IT직업전문학교,2024. 2. 8.,http://www.krit.or.kr
yelc.co.kr,2024년 영주시 2기 화상영어 수강생 모집,2024. 3. 27.,https://www.yelc.co.kr
링커리어,[LG유플러스] 유레카 SW교육과정 모집 시작 | 공모전 대외활동,2024. 7. 3.,https://linkareer.com
총회교육개발원,2024년 4과정 2학기 초등부 하나 바이블 교육과정 및 교재 ...,2024. 6. 18.,https://www.총회교육.com
광주일등뉴스,"공군제1전투비행단, 23-2차 고등비행교육과정 수료식 거행... ...",2024. 5. 14.,https://www.igj.co.kr
한양대학교 공자아카데미,원어민 중국어 회화,2024. 1. 25.,https://kongzi.hanyang.ac.kr
키드키즈,[보육교직원 특별직무교육] 영아보육 - 평생교육원,2024. 1. 14.,https://edu.kidkids.net
shschool.kr,국비지원사이트 신현스쿨,2024. 7. 20.,http://shschool.kr
codeit.com,[코드잇 스프린트] 데이터 분석가 부트캠프 강사,2024. 4. 12.,https://recruit.codeit.com
서울교육 – 웹진,인공지능의 발달과 교육의 변화,2024. 6. 17.,https://webzine-serii.re.kr
무역아카데미,SMART Cloud IT 마스터 모집 세부사항 - 취업교육 - 무역아카데미,2024. 5. 16.,https://newtradecampus.kita.net
피스모모,"[신청마감] 2024년 봄, 평화교육진행자되기 입문과정",2024. 3. 2.,https://peacemomo.org
한국항공대학교 비행교육원,UPP 조종훈련생 선발,2024. 2. 16.,No URL available
www.kicte.or.kr,집체 교육과정,2024. 1. 15.,https://www.kicte.or.kr
티스토리,교육과정의 결정과 운영 - 예비교사의 임용공부 일기,2024. 5. 3.,https://boil-able.tistory.com
명지대학교,국내 대학간 교육과정 공동운영에 관한 규정,2024. 3. 1.,No URL available
강서여성인력개발센터,국비지원과정 - 강서여성인력개발센터 - 서울우먼업,2024. 4. 13.,https://gangseo.seoulwomanup.or.kr
K-디지털 플랫폼,훈련 활용백서 ➊,2024. 3. 28.,No URL available
울산광역시교육청,울산광역시 고등학교 교육과정,2024. 3. 1.,No URL available
snukdt.com,제 9기(2024.06.26~2025.01.23) 빅데이터 핀테크 AI 고급 ...,2024. 5. 17.,https://www.snukdt.com
pkit.kr,K-Digital Training: 웹/앱 엔지니어링 데브코스 [2기],2024. 5. 3.,https://pkit.kr
샤플,"산업안전보건교육 A to Z: 면제, 유형, 이수시간, FAQ",2024. 7. 10.,https://www.shoplworks.com
춘천직업전문학교,춘천직업전문학교,2024. 7. 2.,http://www.joball.kr
mohw.go.kr,「전공의의 연차별 수련교과과정」 고시 일부개정안 - 보건복지부,2024. 2. 14.,No URL available
분야별정보,2024년 하반기 서울특별시 기술교육원 직업교육 훈련생 모집,2024. 7. 23.,https://news.seoul.go.kr
티스토리,[취업일기] 국비교육.. 4개월차에 쓰는 장단점,2024. 3. 5.,https://subinjunpark.tistory.com
영진전문대학교,일학습병행제 - P-TECH사업,2024. 4. 7.,https://yjlearning.yju.ac.kr
티스토리,구름톤 트레이닝 - 구름 국비 지원 교육 과정 후기 (정보보안 ...,2024. 1. 25.,https://silver-liq9118.tistory.com
태성포털,교육신청,2024. 2. 21.,https://www.etsne.com
개인정보 포털,온라인교육,2024. 4. 22.,https://www.privacy.go.kr
고용노동부,국민내일배움카드의 지원대상이,2024. 1. 1.,No URL available
브런치스토리,교육과정 개발을 위한 숙의에 필요한 시간은 얼마나?,2024. 5. 20.,https://brunch.co.kr
점핑하이,Basic 2급 강사교육과정 102기,2024. 2. 1.,https://jumping-high.com
경기도평생학습포털,장애인학대 및 장애인 대상 성범죄 예방과 신고,2024. 5. 12.,https://www.gseek.kr
Facebook,[밸류철거아카데미]교육받은지 2개월만에 큰 성장을 이뤄낸 ...,2024. 3. 28.,https://m.facebook.com
오름 | 모두의연구소,Django 백엔드 개발 과정 모집 중,2024. 4. 15.,https://camp.orm.im
KIAT 한국산업기술진흥원,2024년 한미 첨단분야 청년교류 지원사업 장학생 선발공고,2024. 1. 31.,https://kiat.or.kr
경남대학교 대표,[고용노동부] 2024년 미래내일 일경험 사업 참여 청년 모집!,2024. 6. 16.,https://www.kyungnam.ac.kr
한국건설엔지니어링협회,구인/구직,2024. 5. 28.,https://www.ekacem.or.kr
e그린 원격평생교육원,e그린 원격평생교육원-[44],2024. 1. 29.,No URL available
패스트캠퍼스,INNER CIRCLE : PM/UXUI Course,2024. 6. 10.,https://fastcampus.co.kr
나무위키,예비군/대한민국/훈련,2024. 3. 11.,https://namu.wiki
아이티뱅크 평생교육원,(주)케이지아이티뱅크 평생교육원,2024. 6. 25.,No URL available
e-health.go.kr,공공보건포털 e보건소,2024. 3. 27.,No URL available
전남과학대학교 대표홈페이지,전남과학대학교 대표홈페이지,2024. 1. 2.,No URL available
KCC,KCC 공식 홈페이지 | 글로벌 응용 소재 화학 기업,2024. 7. 19.,No URL available
AIoT Korea Exhibition,AIoT 전시회 및 컨퍼런스,2024. 7. 1.,https://www.aiotkorea.or.kr
홈플러스 문화센터,홈플러스 문화센터,2024. 2. 8.,No URL available
서울뉴스통신,"고양시향동종합사회복지관, '국민붐대학' 성과공유회 진행",2024. 4. 3.,http://www.snakorea.com
충청남도 누리집,보도자료 > 의회소식 > 충청남도의회,2024. 6. 24.,https://council.chungnam.go.kr
생명보험협회,생명보험협회,2024. 3. 1.,No URL available
한국건설엔지니어링협회,구인/구직,2024. 7. 28.,https://www.ekacem.or.kr
부산광역시체육회,부산광역시체육회,2024. 3. 27.,No URL available
현대해상,현대해상,2024. 7. 15.,No URL available
켄싱턴호텔앤리조트,켄싱턴호텔앤리조트,2024. 7. 25.,No URL available
플레이오토,플레이오토 - 쇼핑몰 통합관리 솔루션,2024. 4. 10.,No URL available
나이스비즈맵 상권분석,나이스비즈맵 메인페이지,2024. 4. 1.,No URL available
카피킬러,세종대학교 전용 카피킬러캠퍼스,2024. 5. 13.,No URL available
kiha21.or.kr,"대한산업보건협회, 근로자 건강, 산업보건, 특수건강진단, 작업 ...",2024. 7. 17.,No URL available
신한카드,신한카드 SOL트래블 체크,2024. 1. 19.,https://www.shinhancard.com
인천가톨릭대학교,국제교류,2024. 7. 31.,https://www.iccu.ac.kr
남양주시청,모집공고 - 남양주소식,2024. 1. 1.,https://www.nyj.go.kr
인크루트웍스,한국공항보안(주) 채용 사이트,2024. 5. 26.,https://recruit.incruit.com
YBM북샘,YBM북샘(BOOKSAM) - YBM 참고서 콘텐츠 지원 사이트,2024. 1. 5.,No URL available
MKYU,MKYU,2024. 4. 1.,https://www.mkyu.co.kr
유니포스트,로그인,2024. 6. 25.,https://unipost.co.kr
KSNET KSTA,KSNET KSTA: 로그인,2024. 5. 1.,No URL available
쿠팡,쿠팡 로켓그로스,2024. 6. 3.,https://sell.coupang.com
이투뉴스,﻿“전 타입 판상형 설계 도입” '동래사적공원 대광로제비앙' 이달 ...,2024. 6. 5.,http://www.e2news.com
내일배움캠프,압도적인 취업률 83.1% 국비 교육의 판도를 바꿉니다,2024. 2. 7.,https://nbcamp.spartacodingclub.kr
Activision Support,Activision 계정 관리,2024. 7. 24.,https://support.activision.com
1oneteam.com,"원팀커넥트, 대기업HR노무사가 직접 운영하는 페이롤&HR ...",2024. 6. 30.,No URL available
Apple,iPad 10.9 구입하기,2024. 1. 4.,https://www.apple.com
족보닷컴,AI기출변형,2024. 7. 26.,https://m.zocbo.com
남양주시청,모집공고 - 남양주소식,2024. 1. 1.,https://www.nyj.go.kr
티스토리,2024 상반기 산업안전보건교육 기출문제(건설업),2024. 6. 3.,https://soso-or-ssosso.tistory.com
해커스토익,첫토익 1개월 390 --> 810 :: 해커스영어,2024. 2. 22.,https://www.hackers.co.kr
세무잡,인성에스비엠(주) - 경리 및 사무 구인,2024. 5. 1.,https://www.semoojob.co.kr
Hancom Taja,한컴타자 – 한글과컴퓨터의 타자 연습,2024. 4. 24.,https://www.hancomtaja.com
velog,[회고] 2023년 4분기 현대오토에버 신입사원 채용 최종 합격 ...,2024. 1. 5.,https://velog.io
족보닷컴,"우리학교 내신 1등급, 족보닷컴",2024. 7. 26.,https://m.zocbo.com
패스트캠퍼스,테디노트의 RAG 비법노트 : 랭체인을 활용한 GPT부터 로컬 ...,2024. 5. 27.,https://fastcampus.co.kr
ZUM 허브,중국 6월 PMI 해설,2024. 1. 8.,https://hub.zum.com
세무잡,세무사사무실 신입직원(일도약장려금대상자) 채용합니다.,2024. 5. 1.,https://www.semoojob.co.kr
오늘의카,수원랩핑 기아 k7 메탈릭 블루로 전체랩핑 / 동탄,2024. 4. 30.,https://m.oh-car.co.kr
브런치스토리,주니어기획자를 위한 서비스 기획 순서를 정리해 보았다.,2024. 5. 19.,https://brunch.co.kr
티스토리,서비스 기획자는 어떻게 일할까? : 기획자의 업무 프로세스 훔쳐 ...,2024. 6. 5.,https://neokcham.tistory.com
산학연Plus,[ZOOM] 기획자 입문 과정: 3시간 만에 배우는 필수 기획 스킬,2024. 6. 19.,https://edu.auri.go.kr
링커리어,인공지능(AI) 서비스기획자 양성과정 교육생모집,2024. 5. 30.,https://linkareer.com
요즘것들,[구름톤 트레이닝] 핀테크 서비스 기획자 과정,2024. 5. 20.,https://www.allforyoung.com
티스토리,"앱, 웹 개발을 위한 기획 과정 요약 - 애플피시 이야기",2024. 7. 1.,https://applefish03.tistory.com
크리에이터링크,세상을 연결하는 행사기획자 양성 전문과정,2024. 2. 22.,No URL available
성남시청,인공지능 서비스기획자 양성과정 교육생 모집 - 성남시,2024. 6. 11.,https://www.seongnam.go.kr
마포청년나루,[교육] [전문가창직] 지역기반 문화기획자 양성 과정,2024. 5. 16.,https://naroo.or.kr
NAVER,"어플 제작, 앱개발 과정 8단계 '기획부터 출시까지' - 네이버블로그",2024. 2. 7.,https://blog.naver.com
